Title,Contest ID,Problem ID,Difficulty,Tags
Phoenix and Memory,1348,F,N/A,"data structures, dfs and similar, graphs, greedy"
Phoenix and Berries,1348,E,N/A,"brute force, dp, greedy, math"
Phoenix and Science,1348,D,N/A,"binary search, constructive algorithms, greedy, implementation, math"
Phoenix and Distribution,1348,C,N/A,"constructive algorithms, greedy, sortings, strings"
Phoenix and Beauty,1348,B,N/A,"constructive algorithms, data structures, greedy, sortings"
Phoenix and Balance,1348,A,N/A,"greedy, math"
Pac-Man 2.0,1346,I,N/A,"*special, dp"
Game with Segments,1346,H,N/A,"*special, data structures, games"
Two IP Cameras,1346,G,N/A,"*special, math, number theory"
Dune II: Battle For Arrakis,1346,F,N/A,"*special, data structures, greedy, math"
Magic Tricks,1346,E,N/A,"*special, dp, graphs"
Constructing the Dungeon,1346,D,N/A,"*special, graphs, greedy"
Spring Cleaning,1346,C,N/A,"*special, greedy, sortings"
Boot Camp,1346,B,N/A,"*special, greedy"
Color Revolution,1346,A,N/A,"*special, math"
Card Constructions,1345,B,N/A,"binary search, brute force, dp, math"
Puzzle Pieces,1345,A,N/A,math
Piet's Palette,1344,F,N/A,matrices
Train Tracks,1344,E,N/A,"data structures, trees"
Résumé Review,1344,D,N/A,"binary search, greedy, math"
Quantifier Question,1344,C,N/A,"dfs and similar, dp, graphs, math"
Monopole Magnets,1344,B,N/A,"constructive algorithms, dfs and similar, dsu, graphs"
Hilbert's Hotel,1344,A,N/A,"math, number theory, sortings"
Restore the Permutation by Sorted Segments,1343,F,N/A,"brute force, constructive algorithms, data structures, greedy, implementation"
Weights Distributing,1343,E,N/A,"brute force, graphs, greedy, shortest paths, sortings"
Constant Palindrome Sum,1343,D,N/A,"brute force, data structures, greedy, two pointers"
Alternating Subsequence,1343,C,N/A,"dp, greedy, two pointers"
Balanced Array,1343,B,N/A,"constructive algorithms, math"
Candies,1343,A,N/A,"brute force, math"
Make It Ascending,1342,F,N/A,"bitmasks, brute force, dp"
Placing Rooks,1342,E,N/A,"combinatorics, fft, math"
Multiple Testcases,1342,D,N/A,"binary search, constructive algorithms, data structures, greedy, sortings, two pointers"
Yet Another Counting Problem,1342,C,N/A,"math, number theory"
Binary Period,1342,B,N/A,"constructive algorithms, strings"
Road To Zero,1342,A,N/A,"greedy, math"
Nastya and Door,1341,B,N/A,"greedy, implementation"
Nastya and Rice,1341,A,N/A,math
Nastya and CBS,1340,F,N/A,"brute force, data structures, hashing"
Nastya and Bees,1340,E,N/A,"graphs, interactive, probabilities"
Nastya and Time Machine,1340,D,N/A,"constructive algorithms, dfs and similar, graphs, trees"
Nastya and Unexpected Guest,1340,C,N/A,"dfs and similar, dp, graphs, shortest paths"
Nastya and Scoreboard,1340,B,N/A,"bitmasks, dp, graphs, greedy"
Nastya and Strange Generator,1340,A,N/A,"brute force, data structures, greedy, implementation"
Sorted Adjacent Differences,1339,B,N/A,"constructive algorithms, sortings"
Filling Diamonds,1339,A,N/A,"brute force, dp, implementation, math"
JYPnation,1338,E,N/A,graphs
Nested Rubber Bands,1338,D,N/A,"constructive algorithms, dfs and similar, dp, math, trees"
Perfect Triples,1338,C,N/A,"bitmasks, brute force, constructive algorithms, divide and conquer, math"
Edge Weight Assignment,1338,B,N/A,"bitmasks, constructive algorithms, dfs and similar, greedy, math, trees"
Powered Addition,1338,A,N/A,"greedy, math"
Kana and Dragon Quest game,1337,B,N/A,"greedy, implementation, math"
Ichihime and Triangle,1337,A,N/A,"constructive algorithms, math"
Journey,1336,F,N/A,"data structures, divide and conquer, graphs, trees"
Chiori and Doll Picking (hard version),1336,E2,N/A,"bitmasks, brute force, combinatorics, math"
Chiori and Doll Picking (easy version),1336,E1,N/A,"bitmasks, brute force, combinatorics, math"
Yui and Mahjong Set,1336,D,N/A,"constructive algorithms, interactive"
Kaavi and Magic Spell,1336,C,N/A,"dp, strings"
Xenia and Colorful Gems,1336,B,N/A,"binary search, greedy, math, sortings, two pointers"
Linova and Kingdom,1336,A,N/A,"dfs and similar, dp, greedy, sortings, trees"
Robots on a Grid,1335,F,N/A,"data structures, dfs and similar, dsu, graphs, greedy, matrices"
Three Blocks Palindrome (hard version),1335,E2,N/A,"brute force, data structures, dp, two pointers"
Three Blocks Palindrome (easy version),1335,E1,N/A,"binary search, brute force, data structures, dp, two pointers"
Anti-Sudoku,1335,D,N/A,"constructive algorithms, implementation"
Two Teams Composing,1335,C,N/A,"binary search, greedy, implementation, sortings"
Construct the String,1335,B,N/A,constructive algorithms
Candies and Two Sisters,1335,A,N/A,math
Substring Search,1334,G,N/A,"bitmasks, brute force, fft"
Strange Function,1334,F,N/A,"binary search, data structures, dp, greedy"
Divisor Paths,1334,E,N/A,"combinatorics, graphs, greedy, math, number theory"
Minimum Euler Cycle,1334,D,N/A,"constructive algorithms, graphs, greedy, implementation"
Circle of Monsters,1334,C,N/A,"brute force, constructive algorithms, greedy, math"
Middle Class,1334,B,N/A,"greedy, sortings"
Level Statistics,1334,A,N/A,"implementation, math"
Kate and imperfection,1333,F,N/A,"greedy, implementation, math, number theory, sortings, two pointers"
Road to 1600,1333,E,N/A,"brute force, constructive algorithms"
Challenges in school №41,1333,D,N/A,"brute force, constructive algorithms, games, graphs, greedy, implementation, sortings"
Eugene and an array,1333,C,N/A,"binary search, data structures, implementation, two pointers"
Kind Anton,1333,B,N/A,"greedy, implementation"
Little Artem,1333,A,N/A,constructive algorithms
No Monotone Triples,1332,G,N/A,data structures
Independent Set,1332,F,N/A,"dfs and similar, dp, trees"
Height All the Same,1332,E,N/A,"combinatorics, constructive algorithms, math, matrices"
Walk on Matrix,1332,D,N/A,"bitmasks, constructive algorithms, math"
K-Complete Word,1332,C,N/A,"dfs and similar, dsu, greedy, implementation, strings"
Composite Coloring,1332,B,N/A,"brute force, constructive algorithms, greedy, math, number theory"
Exercising Walk,1332,A,N/A,"greedy, implementation, math"
It's showtime,1331,H,N/A,*special
Lingua Romana,1331,G,N/A,*special
Elementary!,1331,F,N/A,"*special, brute force, dp, strings"
Jordan Smiley,1331,E,N/A,"*special, dfs and similar, geometry, implementation"
Again?,1331,D,N/A,"*special, implementation"
...And after happily lived ever they,1331,C,N/A,"*special, bitmasks"
Limericks,1331,B,N/A,"*special, math, number theory"
Is it rated?,1331,A,N/A,*special
Dreamoon Likes Permutations,1330,B,N/A,"implementation, math"
Dreamoon and Ranking Collection,1330,A,N/A,implementation
Dreamoon Loves AA,1329,E,N/A,"binary search, greedy"
Dreamoon Likes Strings,1329,D,N/A,"constructive algorithms, data structures"
Drazil Likes Heap,1329,C,N/A,"constructive algorithms, data structures, greedy, implementation"
Dreamoon Likes Sequences,1329,B,N/A,"bitmasks, combinatorics, math"
Dreamoon Likes Coloring,1329,A,N/A,"constructive algorithms, greedy, implementation, math"
Make k Equal,1328,F,N/A,greedy
Tree Queries,1328,E,N/A,"dfs and similar, graphs, trees"
Carousel,1328,D,N/A,"constructive algorithms, dp, graphs, greedy, math"
Ternary XOR,1328,C,N/A,"greedy, implementation"
K-th Beautiful String,1328,B,N/A,"binary search, brute force, combinatorics, implementation, math"
Divisibility Problem,1328,A,N/A,math
Letters and Question Marks,1327,G,N/A,"bitmasks, dp, string suffix structures"
AND Segments,1327,F,N/A,"bitmasks, combinatorics, data structures, dp, two pointers"
Count The Blocks,1327,E,N/A,"combinatorics, dp, math"
Infinite Path,1327,D,N/A,"brute force, dfs and similar, graphs, math, number theory"
Game with Chips,1327,C,N/A,"constructive algorithms, implementation"
Princesses and Princes,1327,B,N/A,"brute force, graphs, greedy"
Sum of Odd Integers,1327,A,N/A,math
Spiderweb Trees,1326,G,N/A,"dp, geometry, trees"
Wise Men (Hard Version),1326,F2,N/A,"bitmasks, dp, math"
Wise Men (Easy Version),1326,F1,N/A,"bitmasks, brute force, dp, meet-in-the-middle"
Bombs,1326,E,N/A,"data structures, two pointers"
Prefix-Suffix Palindrome (Hard version),1326,D2,N/A,"binary search, greedy, hashing, string suffix structures, strings"
Prefix-Suffix Palindrome (Easy version),1326,D1,N/A,"hashing, string suffix structures, strings"
Permutation Partitions,1326,C,N/A,"combinatorics, greedy, math"
Maximums,1326,B,N/A,"implementation, math"
Bad Ugly Numbers,1326,A,N/A,"constructive algorithms, number theory"
Ehab's Last Theorem,1325,F,N/A,"constructive algorithms, dfs and similar, graphs, greedy"
Ehab's REAL Number Theory Problem,1325,E,N/A,"brute force, dfs and similar, graphs, number theory, shortest paths"
Ehab the Xorcist,1325,D,N/A,"bitmasks, constructive algorithms, greedy, number theory"
Ehab and Path-etic MEXs,1325,C,N/A,"constructive algorithms, dfs and similar, greedy, trees"
CopyCopyCopyCopyCopy,1325,B,N/A,"greedy, implementation"
EhAb AnD gCd,1325,A,N/A,"constructive algorithms, greedy, number theory"
Maximum White Subtree,1324,F,N/A,"dfs and similar, dp, graphs, trees"
Sleeping Schedule,1324,E,N/A,"dp, implementation"
Pair of Topics,1324,D,N/A,"binary search, data structures, sortings, two pointers"
Frog Jumps,1324,C,N/A,"binary search, data structures, dfs and similar, greedy, implementation"
Yet Another Palindrome Problem,1324,B,N/A,"brute force, strings"
Yet Another Tetris Problem,1324,A,N/A,"implementation, number theory"
Count Subrectangles,1323,B,N/A,"binary search, greedy, implementation"
Even Subset Sum Problem,1323,A,N/A,"brute force, dp, greedy, implementation"
Assigning Fares,1322,F,N/A,"dp, trees"
Median Mountain Range,1322,E,N/A,data structures
Reality Show,1322,D,N/A,"bitmasks, dp"
Instant Noodles,1322,C,N/A,"graphs, hashing, math, number theory"
Present,1322,B,N/A,"binary search, bitmasks, constructive algorithms, data structures, math, sortings"
Unusual Competitions,1322,A,N/A,greedy
Remove Adjacent,1321,C,N/A,"brute force, constructive algorithms, greedy, strings"
Contest for Robots,1321,A,N/A,greedy
Blocks and Sensors,1320,F,N/A,brute force
Treeland and Viruses,1320,E,N/A,"data structures, dfs and similar, dp, shortest paths, trees"
Reachable Strings,1320,D,N/A,"data structures, hashing, strings"
World of Darkraft: Battle for Azathoth,1320,C,N/A,"brute force, data structures, sortings"
Navigation System,1320,B,N/A,"dfs and similar, graphs, shortest paths"
Journey Planning,1320,A,N/A,"data structures, dp, greedy, math, sortings"
Battalion Strength,1316,F,N/A,"data structures, divide and conquer, probabilities"
Team Building,1316,E,N/A,"bitmasks, dp, greedy, sortings"
Nash Matrix,1316,D,N/A,"constructive algorithms, dfs and similar, graphs, implementation"
Primitive Primes,1316,C,N/A,"constructive algorithms, math, ternary search"
String Modification,1316,B,N/A,"brute force, constructive algorithms, implementation, sortings, strings"
Grade Allocation,1316,A,N/A,implementation
Restoring Permutation,1315,C,N/A,greedy
Homecoming,1315,B,N/A,"binary search, dp, greedy, strings"
Dead Pixel,1315,A,N/A,implementation
Concatenation with intersection,1313,E,N/A,"data structures, hashing, strings, two pointers"
Happy New Year,1313,D,N/A,"bitmasks, dp, implementation"
Skyscrapers (hard version),1313,C2,N/A,"data structures, dp, greedy"
Skyscrapers (easy version),1313,C1,N/A,"brute force, data structures, dp, greedy"
Different Rules,1313,B,N/A,"constructive algorithms, greedy, implementation, math"
Fast Food Restaurant,1313,A,N/A,"brute force, greedy, implementation"
Autocompletion,1312,G,N/A,"data structures, dfs and similar, dp"
Attack on Red Kingdom,1312,F,N/A,"games, two pointers"
Array Shrinking,1312,E,N/A,"dp, greedy"
Count the Arrays,1312,D,N/A,"combinatorics, math"
Adding Powers,1312,C,N/A,"bitmasks, greedy, implementation, math, number theory, ternary search"
Bogosort,1312,B,N/A,"constructive algorithms, sortings"
Two Regular Polygons,1312,A,N/A,"geometry, greedy, math, number theory"
Moving Points,1311,F,N/A,"data structures, divide and conquer, implementation, sortings"
Construct the Binary Tree,1311,E,N/A,"brute force, constructive algorithms, trees"
Three Integers,1311,D,N/A,"brute force, math"
Perform the Combo,1311,C,N/A,brute force
WeirdSort,1311,B,N/A,"dfs and similar, sortings"
Add Odd or Subtract Even,1311,A,N/A,"greedy, implementation, math"
Bad Cryptography,1310,F,N/A,"math, number theory"
Strange Function,1310,E,N/A,dp
Tourism,1310,D,N/A,"dp, graphs, probabilities"
Au Pont Rouge,1310,C,N/A,"binary search, dp, strings"
Double Elimination,1310,B,N/A,"dp, implementation"
Recommendations,1310,A,N/A,"data structures, greedy, sortings"
Cow and Exercise,1307,G,N/A,"flows, graphs, shortest paths"
Cow and Vacation,1307,F,N/A,"dfs and similar, dsu, trees"
Cow and Treats,1307,E,N/A,"binary search, combinatorics, dp, greedy, implementation, math"
Cow and Fields,1307,D,N/A,"binary search, data structures, dfs and similar, graphs, greedy, shortest paths, sortings"
Cow and Message,1307,C,N/A,"brute force, dp, math, strings"
Cow and Friend,1307,B,N/A,"geometry, greedy, math"
Cow and Haybales,1307,A,N/A,"greedy, implementation"
Kuroni the Private Tutor,1305,H,N/A,"binary search, greedy"
Kuroni and Antihype,1305,G,N/A,"bitmasks, brute force, dp, dsu, graphs"
Kuroni and the Punishment,1305,F,N/A,"math, number theory, probabilities"
Kuroni and the Score Distribution,1305,E,N/A,"constructive algorithms, greedy, implementation, math"
Kuroni and the Celebration,1305,D,N/A,"constructive algorithms, dfs and similar, interactive, trees"
Kuroni and Impossible Calculation,1305,C,N/A,"brute force, combinatorics, math, number theory"
Kuroni and Simple Strings,1305,B,N/A,"constructive algorithms, greedy, strings, two pointers"
Kuroni and the Gifts,1305,A,N/A,"brute force, constructive algorithms, greedy, sortings"
Animal Observation (hard version),1304,F2,N/A,"data structures, dp, greedy"
Animal Observation (easy version),1304,F1,N/A,"data structures, dp"
1-Trees and Queries,1304,E,N/A,"data structures, dfs and similar, shortest paths, trees"
Shortest and Longest LIS,1304,D,N/A,"constructive algorithms, graphs, greedy, two pointers"
Air Conditioner,1304,C,N/A,"dp, greedy, implementation, sortings, two pointers"
Longest Palindrome,1304,B,N/A,"brute force, constructive algorithms, greedy, implementation, strings"
Two Rabbits,1304,A,N/A,math
Sum of Prefix Sums,1303,G,N/A,"data structures, divide and conquer, geometry, trees"
Number of Components,1303,F,N/A,"dsu, implementation"
Erase Subsequences,1303,E,N/A,"dp, strings"
Fill The Bag,1303,D,N/A,"bitmasks, greedy"
Perfect Keyboard,1303,C,N/A,"dfs and similar, greedy, implementation"
National Project,1303,B,N/A,math
Erasing Zeroes,1303,A,N/A,"implementation, strings"
Keep talking and nobody explodes -- hard,1302,J,N/A,
Deja vu,1302,I,N/A,
Who needs suffix structures?,1302,H,N/A,
Keep talking and nobody explodes -- medium,1302,G,N/A,
Keep talking and nobody explodes -- easy,1302,F,N/A,"bitmasks, brute force, expression parsing"
Amazing bitset,1302,E,N/A,
Dijkstra,1302,D,N/A,
Segment tree or Fenwick?,1302,C,N/A,data structures
DAG,1302,B,N/A,constructive algorithms
Nash equilibrium,1302,A,N/A,
Super Jaber,1301,F,N/A,"dfs and similar, graphs, implementation, shortest paths"
Nanosoft,1301,E,N/A,"binary search, data structures, dp, implementation"
Time to Run,1301,D,N/A,"constructive algorithms, graphs, implementation"
Ayoub's function,1301,C,N/A,"binary search, combinatorics, greedy, math, strings"
Motarack's Birthday,1301,B,N/A,"binary search, greedy, ternary search"
Three Strings,1301,A,N/A,"implementation, strings"
Assigning to Classes,1300,B,N/A,"greedy, implementation, sortings"
Non-zero,1300,A,N/A,"implementation, math"
So Mean,1299,E,N/A,"interactive, math"
Around the World,1299,D,N/A,"bitmasks, combinatorics, dfs and similar, dp, graphs, graphs, math, trees"
Water Balance,1299,C,N/A,"data structures, geometry, greedy"
Aerodynamic,1299,B,N/A,geometry
Anu Has a Function,1299,A,N/A,"brute force, greedy, math"
Falling Blocks,1297,I,N/A,"*special, data structures"
Paint the String,1297,H,N/A,"*special, dp, strings"
M-numbers,1297,G,N/A,"*special, dp, math"
Movie Fan,1297,F,N/A,"*special, data structures, greedy, implementation, sortings"
Modernization of Treeland,1297,E,N/A,"*special, dfs and similar, trees"
Bonus Distribution ,1297,D,N/A,"*special, binary search, greedy, sortings"
Dream Team,1297,C,N/A,"*special, greedy"
Cartoons,1297,B,N/A,"*special, implementation, sortings"
Likes Display,1297,A,N/A,"*special, implementation"
Berland Beauty,1296,F,N/A,"constructive algorithms, dfs and similar, greedy, sortings, trees"
